0,1,2
2.1744762911848263,-0.256617927848092,2.0
2.4686434496837952,2.2041996847524845,1.0
2.5339442043305036,2.6259305283322565,1.0
-0.40824941971443296,0.4822190458153634,0.0
1.0791015347462554,0.9681182185832597,1.0
-0.6306986814664612,-0.1302782607390137,0.0
1.8977917366955108,2.4565261735811896,1.0
1.0946437124839021,0.22092699397100898,2.0
0.684672758517481,-0.5282101809071365,0.0
-0.07689745685832335,1.7393469896813705,3.0
-0.25733218650526285,1.751014132437582,3.0
-0.0196801497858476,0.5798687621369737,0.0
2.0278869826034263,-0.2270977013103159,2.0
0.8174116372218877,0.5019422993548175,0.0
0.8646889615076504,0.011424589260482529,0.0
0.8086377503535471,0.03501772775728789,0.0
-1.2777925613400265,2.398877349001055,3.0
-0.7727026715959667,0.3902429413637103,0.0
2.2966858608073433,1.7494336265240678,1.0
2.4549823556488133,1.0486400039990171,1.0
0.298452850053447,1.6890679442429941,3.0
1.9036962087923515,-0.37860757391832367,2.0
2.1862978020230353,0.08355576381538225,2.0
2.2849617467081456,0.2609971643850782,2.0
1.136280871275846,-1.0547760971017435,2.0
2.8332035869698826,2.3828099108401526,1.0
1.6670415236758183,-0.08720064424424544,2.0
2.582144926113173,2.933764664485856,1.0
0.08915811520000544,-1.1499401500945696,0.0
-0.001710042400591377,2.693710493408505,3.0
1.6158187788030114,2.3269484805553273,1.0
0.6671786942644983,1.021503762329272,0.0
2.5329507671163682,-0.6600567733582677,2.0
-0.5075170983681309,1.27840654885761,3.0
1.8492133164430928,1.4373103047223077,1.0
-1.0164978046039872,2.0895462256550945,3.0
-1.2274843311375545,-0.28954742297607916,0.0
-0.9179894216315857,-0.5557183424878182,0.0
1.9918776443718873,-0.41013099307537737,2.0
0.02624653712556446,1.3328920798956392,3.0
1.6434798168549136,-0.5848000799416834,2.0
-0.5586884059198701,-0.2718318485794222,0.0
0.6415203999805266,1.4762394666644243,3.0
1.5568290428703608,2.734303794770952,1.0
1.9239875001259081,2.752758117149268,1.0
0.19214643677678922,1.8317261973738175,3.0
-0.13980689413410463,2.3016975953841095,3.0
2.617939687008528,-0.2580725337441509,2.0
2.285956950700025,0.5626237823593491,2.0
2.2878883969713706,0.5048944522032843,2.0
1.6564415080930663,2.8133563886436104,1.0
2.3886948644957515,-0.5173749776759993,2.0
1.2513918377610969,2.774746562109182,1.0
-0.6045068912645452,-0.3022704868853524,0.0
2.056732839693948,1.8743312427334498,1.0
1.4857404079914855,1.8313194692965222,1.0
0.04572865380248923,-0.4129521709883933,0.0
0.8618852769567726,1.6687924871234725,1.0
-0.09100352691497939,0.19400334145578302,0.0
2.2361959370064066,-0.2058170388819833,2.0
0.8896468759086568,0.11589978029144296,0.0
0.46872717162721905,1.5753521790460416,3.0
0.5122467415643933,0.05920476752959376,0.0
-0.15101181514296183,-0.41569128535314254,0.0
-0.17341517789712557,0.5177408847987411,0.0
2.4687465708279595,2.412376563892012,1.0
-0.6791457939492125,-0.17959339232458238,0.0
0.13600544409654647,0.06528679404417999,0.0
1.9609679711282977,1.788468206246617,1.0
2.1520081694916833,2.312460081636814,1.0
0.06408311958382247,0.016162814186482886,0.0
-0.9053163608543008,1.6413187286438986,3.0
2.0159495472272,1.75891851552962,1.0
-0.3287209115605772,1.3376777824262778,3.0
2.74807608218947,-0.20637089144880427,2.0
1.8347393413026654,1.6383433120956594,1.0
2.35894108742952,-0.3796119900537493,2.0
0.3903030196400951,2.2448909451212145,3.0
0.23142262642959793,1.1575280976078135,3.0
0.2862419466981744,1.8169425769540315,3.0
2.2811359159143727,-0.22411921474854754,2.0
-0.06211091623895774,2.712794269065996,3.0
0.19577210469840536,-0.15274778231327976,0.0
1.274876820091025,1.675363599931031,3.0
0.7255841543719412,0.058133511934859806,0.0
0.08481550518614853,2.0409429361258247,3.0
-0.43124714370830747,2.0786591061955884,3.0
-0.9099943069268006,0.338286723125115,0.0
0.8043791994480474,-0.11525593795617053,0.0
2.3452384577578465,1.6996979974489412,1.0
1.7588308030131925,1.230560301009867,1.0
1.3617367916482235,0.43085809277552367,2.0
2.4512359348730044,1.584554445858738,1.0
-0.3951320646800675,1.1730094435286507,3.0
1.6806035842817861,0.6742906172113838,2.0
0.3649397234854828,-0.7807325312205574,0.0
2.093235666250545,2.7822623162700344,1.0
-0.8768328520743744,2.1397901369954004,3.0
1.840891081566126,-0.48373082875123763,2.0
-0.017331237081822087,3.0967538012954576,3.0
2.659978191055859,1.8496219984434532,1.0
0.7018887062998296,2.128092872150891,3.0
2.941766667569086,1.7770558634135636,1.0
1.0450063000952257,-0.8408541926292026,0.0
2.701826921127594,1.4176873880304774,1.0
1.5666380709205052,-0.6684802717363388,2.0
-0.48533788118443966,-0.6784004835418797,0.0
1.4492349226049015,0.4502942335846905,2.0
2.4114273827160715,-0.47942975666292326,2.0
1.5230515151375164,0.9042994845504846,0.0
-0.4361012955907464,2.1238198728544653,3.0
0.5242974425900535,0.810194833025982,0.0
2.1852497228271934,0.8783285608326254,2.0
-0.38177200614985596,1.1347390402817608,0.0
1.4705650692585404,0.09648656711412122,2.0
1.7750208493612032,1.661128853819025,1.0
-0.11998894334626047,1.328958578788963,3.0
1.8812774378494024,-0.6302831153738832,2.0
0.6725760457166173,2.5378376203967505,3.0
2.0200291686181817,-0.33106778775826573,2.0
-0.3328411802080509,-0.26377183862908204,0.0
2.442640453245734,-0.7576249926458068,2.0
2.4546516729449914,0.19106794347347572,2.0
-0.3592420536002314,-0.6257112972961173,0.0
2.079259639011032,1.8041107136920274,1.0
2.1516863201335474,-0.1798360190105847,2.0
0.6130640236147522,0.1300678312270151,0.0
0.06667586099790138,1.7581971453641059,3.0
0.5537504557139131,0.8263254500034387,3.0
1.7067251816954723,-0.30111107143741095,2.0
2.67951662492566,0.30284617964047583,2.0
2.1904643449349144,-0.9381351074869045,2.0
1.7971964504767124,-1.010787655015083,2.0
1.524051905172879,-0.4442950721712823,2.0
-0.4310796690519795,-0.1620438047918882,0.0
-0.18798624325922522,-0.11240179381179558,0.0
0.9217018299306117,-0.7465157637913113,2.0
1.7607388564335869,0.7174931242162184,1.0
1.1151433631368948,2.206466537462008,3.0
